GiftRegistryFlag,LoyaltyMember,NPSSegments,nps,ShipDays,TransitDays,DaysToArrive,Backorder,NumOfPackages,DeliverySelection,DeliveryFee,units,retail,APPAREL,BEAUTY,HANDBAGS AND ACCESSORIES,home,JEWELRY,shoes,Carrier,OnTime,LateReason,Accurate,InaccurateReason,GoodCondition,BadConditionReason,EmailClear,PricesClear,PromotionsValid,RewardsGood,ValueItemGood,ReturnEasy,DeliveryFast,AgentAvailable,AgentEffective,ContactedCsAgent,NumCSContacts,LevelOfEffort,PromotersMostImportant,NotRecommendReason,TellFriends,AdditionalFeedback,DidNotFind
No,Yes,Promoter,10,1,4,5,N,1,Standard,0,3,48.77,Y,,,,,Y,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,9,9,9,9,10,10,10,Yes by phone,1 time,Very high effort,Price & Value,NULL,NULL,Very good,NULL
No,No,Promoter,10,0,5,5,N,1,Standard,0,1,27.83,,,,,,Y,UPS,When expected,NULL,No,Website photo / information unclear or incorrect,Yes,NULL,Yes,10,99,99,10,99,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,timely delivery met my expectations,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,4,Standard,0,10,393.5,Y,,,,,,UPS,Later than expected,None of the above,Yes,NULL,Yes,NULL,No,9,3,9,9,99,99,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,I'm not Cathrine.,I'm not Cathrine.,I'm not Cathrine.
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,56.07,,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,8,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Customer service goes out their way to keep the customer happy,NULL,NULL
No,Yes,Promoter,9,0,3,3,N,1,Standard,0,5,73.7,Y,,,Y,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,9,10,9,9,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,La rapidez con la cual envían los productos y su facilidad a la hora de buscar los productos.,NULL,NULL
No,Yes,Detractor,6,0,3,3,N,1,Standard,0,4,326.19,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,2,2,1,9,8,NULL,NULL,No,NULL,NULL,NULL,Price & Value,I tried to use my Company's coupons (each one $20 off). It appeared to take them but charged me the full amount.,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,62.65,Y,,,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,4,2,7,7,4,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,1,2,3,N,2,Standard,0,4,82.46,Y,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,9,9,9,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,3,3,N,1,Standard,0,6,33.6,,,Y,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,10,5,10,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,3,3,N,1,Standard,0,3,78.37,Y,,,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,99,10,8,10,10,10,Yes by phone,1 time,Very low effort,Website Shopping Experience,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,4,38.05,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,"Wonderful experience, site easy to navigate, and package delivered as informed in email!",NULL,NULL
No,Yes,Promoter,10,1,2,3,N,3,Standard,0,2,55.99,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,9,10,9,9,9,NULL,9,Yes by email,1 time,Very low effort,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,3,Standard,0,4,267.37,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,9,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,"I love Companys...easy site to shop on, great merchandise, deals and quick delivery.",NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,1,208.6,,,Y,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,10,8,99,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,Shipping was fast and free!,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,1,Standard,0,5,76.75,,Y,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,10,10,Yes by phone,1 time,Very low effort,Price & Value,NULL,Great service,NULL,NULL
No,Yes,Passive,8,0,3,3,N,1,Standard,0,1,74.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,9,5,5,8,9,4,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,Great products at great prices,NULL,NULL
No,Yes,Promoter,10,1,1,2,N,1,Standard,0,1,156.38,,,Y,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,9,10,10,10,0,0,Yes by phone,Issue still unresolved,Moderate effort,Price & Value,NULL,NULL,the clerks in 2 Brooklyn stores and customer service were impatient; I was kept on hold and cut off several times. I gave up when I went back on-line; the item was out of stock.,Tommy Hilfiger button down shirt 2XL or XXL electric blue sold out when XL did not fit
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,2,47.35,Y,,Y,,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,10,4,10,7,10,4,NULL,NULL,No,NULL,NULL,Price & Value,NULL,that the Company's application is better than the store !,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,2,62.98,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,5,10,8,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Merchandise look the same as picture. Picture quality great.,Coupons with free shipping,NULL
No,No,Promoter,9,1,1,2,N,3,Standard,0,10,78.63,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,6,99,8,8,8,8,8,Yes by phone,2 or more times,Low effort,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,1,2,N,1,Standard,0,1,50.97,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,8,8,10,10,10,10,Yes by phone,1 time,Very low effort,Customer Support,NULL,"The customer service is superb. If you see your purchases at a lower price, they do an adjustment to your account.",Multiple discounts should be allowed for a transaction.,NULL
No,Yes,Promoter,10,1,1,2,N,1,Standard,0,6,216.96,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,6,0,8,10,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,The site was down quite often on black Friday,NULL
No,Yes,Promoter,10,1,1,2,N,4,Standard,0,8,98.17,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,me gusto bastante y si e recomendado,que sigan igual en puntualidad,22w
No,Yes,Promoter,10,0,1,1,N,1,Standard,0,1,201.38,,,Y,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,10,7,10,10,NULL,NULL,No,NULL,NULL,Customer Support,NULL,"Excellent website quick and easy to use, never a problem!! I love the reviews and ""runs big/small"" advice. My favorite store to order on line.",NULL,NULL
No,Yes,Detractor,6,0,1,1,N,1,Standard,0,1,128.25,,,,,Y,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,7,6,5,7,5,7,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,NULL,Your selection  and quality have significantly decreased in the last few years. Most of the time I can not find anything worth buying when I go to a Company's store. You used to carry really nice good quality clothes and gifts and now most of the items are cheap in both quality and look.,NULL
No,Yes,Passive,7,0,5,5,N,2,Standard,0,3,54.97,Y,,,,,,USPS,When expected,NULL,Yes,NULL,No,External shipping container damaged,Yes,9,7,10,10,99,8,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,NULL,NULL,NULL
No,Yes,Promoter,9,1,4,5,N,1,Standard,0,1,70,,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,NULL,9,NULL,NULL,9,9,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,3,4,N,1,Standard,0,1,161.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,3,10,6,10,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,I can find what I'm looking for and even more. Shipping is pretty fast.,NULL,NULL
No,Yes,Promoter,9,0,4,4,N,1,Standard,0,2,51.99,Y,,,,,,UPS,Cannot Answer,NULL,Yes,NULL,Yes,NULL,Cannot Answer,4,4,99,7,5,5,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Easy to shop Hard to checkout,NULL,Slim& pencil prelit Christmas
No,Yes,Promoter,10,1,3,4,N,1,Standard,0,1,58.39,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,How professional and helpful everyone was.,I really like very thing about Company's,NULL
No,Yes,Promoter,10,0,4,4,N,1,Premium (2 Day),0,5,91.03,Y,,,,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,9,10,10,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Easy to navigate. Good prices. Good selection.,NULL,NULL
No,No,Promoter,10,0,4,4,N,1,Standard,0,3,43.17,Y,,,,,,UPS,Later than expected,Longer than expected for multiple shipments,Yes,NULL,Yes,NULL,Yes,9,99,10,10,9,4,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Passive,8,1,3,4,N,1,Standard,0,10,27.18,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,2,3,10,9,5,8,8,Yes by phone,1 time,Low effort,NULL,Price & Value,NULL,NULL,NULL
No,No,Promoter,10,0,4,4,N,1,Standard,0,1,33.36,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,1,8,8,8,8,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,3,4,N,3,Standard,0,8,703.72,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,8,8,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Perfect execution,NULL,NULL
No,Yes,Passive,8,0,4,4,N,3,Standard,0,7,390.93,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,0,1,9,10,10,NULL,NULL,No,NULL,NULL,NULL,Customer Support,Fast and easy,Na,NULL
No,Yes,Promoter,10,1,5,6,N,1,Standard,0,2,35.99,Y,,,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,99,9,8,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Easy to use website. Great quality of products.,great purchase!,Need more size10L in INC jeans
No,Yes,Promoter,10,0,6,6,N,1,Standard,0,1,46.74,,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,10,10,Yes by phone,1 time,High effort,Website Shopping Experience,NULL,friendley,I want to thank the agent that help me though the phone. very nice person,NULL
No,Yes,Promoter,10,1,5,6,N,2,Standard,0,2,55.59,,,Y,,,,Mail Innovatiions,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,Love the brand you carry. INC concepts,Went to Company's in St. Louis  great staff. Wish you would open a store in Jacksonville Florida,NULL
No,Yes,Promoter,10,1,5,6,N,1,Standard,0,2,67.18,,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,99,Yes by email,1 time,Very low effort,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Passive,7,1,1,2,N,1,Standard,0,5,63.95,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,10,10,10,10,8,9,Yes by phone,1 time,High effort,NULL,Customer Support,It was terribly frustrating!  The first two times I completed my order I got to the end and was told there were problems with the site  and was given the 1-800 number to call.  Which I did ... during the first call I was disconnected so I had to call one ,"I love shopping at Company's ... that's why I did not give up on the order I wanted,  it boy was I irritated!",NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,2,51.79,,,,,,Y,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,8,2,9,8,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,I would like to thank Companys for makeing things available and easier to shop,NULL
No,Yes,Promoter,10,1,1,2,N,2,Standard,0,3,45.24,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,6,99,10,99,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,2,2,N,2,Standard,0,3,66.38,Y,,,,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,8,9,10,10,NULL,NULL,No,NULL,NULL,Website Shopping Experience,NULL,Never had any issues with my orders most of time receive orders before time always correct,Always great shopping,NULL
No,No,Promoter,10,0,2,2,N,1,Standard,0,3,76.97,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,Excellent service and prices along with product selection.,NULL
No,No,Promoter,9,1,1,2,N,1,Standard,0,2,30.98,Y,,,,,,UPS,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Cannot Answer,10,1,8,7,8,8,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Passive,8,0,2,2,N,1,Standard,0,2,136.98,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,7,10,99,10,6,8,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,"IT would have been a 10, except my order 11/25 still hasn't arrived.",NULL,NULL
No,No,Promoter,10,0,2,2,N,1,Standard,0,1,29.99,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,99,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,No,Promoter,10,0,2,2,N,4,Standard,0,19,691.9,,,,Y,,,UPS,Earlier than expected,NULL,Cannot Answer,NULL,Cannot Answer,NULL,Yes,10,5,5,5,10,5,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,Hate how you guys ship order in separate shipments / boxes,NULL,NULL
No,No,Detractor,2,1,1,2,N,1,Standard,0,1,186,,,Y,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,7,0,0,3,99,1,0,2,Yes by phone,1 time,Moderate effort,NULL,Customer Support,"I would tell them to not spend a large amount of money or else your company will not send them without having to OK it with YOUR fraud department. I have that through my banks and cards, I do not need it from your company especially when it takes more tim",NULL,majority of items out of stock
No,No,Promoter,10,1,1,2,N,1,Standard,0,3,42.95,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,That Companys have excellent deals quality honored the deliver schedule and really good variety on every department to chose,NULL,NULL
No,No,Detractor,6,1,1,2,N,1,Standard,0,2,60.98,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,6,0,5,6,5,5,NULL,NULL,No,NULL,NULL,NULL,Price & Value,NULL,NULL,NULL
No,No,Detractor,5,0,3,3,N,1,Standard,0,2,117.49,Y,,,,,,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,7,99,8,NULL,NULL,No,NULL,NULL,NULL,Customer Support,NULL,NULL,NULL
No,Yes,Passive,8,0,3,3,N,1,Standard,9.95,1,53.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,7,8,9,99,9,NULL,NULL,No,NULL,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL
No,Yes,Promoter,10,0,3,3,N,1,Standard,9.95,1,27.49,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,9,9,9,10,10,NULL,NULL,No,NULL,NULL,Price & Value,NULL,NULL,NULL,NULL
No,Yes,Passive,8,0,3,3,N,2,Standard,0,2,83.79,,Y,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,8,8,7,9,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,NULL,NULL,NULL
No,No,Detractor,5,2,1,3,N,1,Express (1 Day),0,1,8.99,Y,,,,,,UPS,Later than expected,"Issue with original, had to wait for replacement",No,Received item did not match invoice,Yes,NULL,Yes,10,6,10,10,10,6,10,4,Yes by phone,2 or more times,Moderate effort,NULL,Customer Support,NULL,I love Company's but t your customer service reps need to understand exactly what they are doing and pay attention to the situation the customer has and not so much on the amount of time spent and the obvious format handling of the call,NULL
Yes,No,Passive,8,1,2,3,N,1,Standard,0,1,150,,,,Y,,,UPS,Cannot Answer,NULL,Yes,NULL,NULL,NULL,Cannot Answer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,Did they received the gift.,NULL,NULL
No,Yes,Promoter,10,0,3,3,N,1,Standard,0,1,55.3,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,6,10,10,99,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,NULL,NULL
No,No,Promoter,9,1,2,3,N,1,Premium (2 Day),9.95,1,38,Y,,,,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,99,99,99,99,99,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,1,2,3,N,2,Standard,0,3,61.13,Y,,Y,,,,Sure Post,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,1,1,8,10,9,NULL,NULL,No,NULL,NULL,Customer Support,NULL,"The email updates are very timely.  If I am dissatisfied with a product, returns are usually easy, whether in the store or requesting a pre-paid return label.  I had an issue only one time with a return when there was a mis-print on the product name (I or",NULL,NULL
No,Yes,Promoter,10,0,2,2,N,1,Standard,0,1,79.99,,,,Y,,,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,6,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,"Good selection of products BUT you have to watch the ""Regular Price"" quoted as it is somewhat inflated above what you can buy the same item for elsewhere..... without sales or coupons",NULL,NULL
No,Yes,Promoter,10,1,1,2,N,1,Standard,0,1,103.99,,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,NULL,NULL,NULL
No,Yes,Promoter,9,1,2,3,N,1,Standard,0,9,336.31,Y,,,,,Y,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,Yes,9,0,5,7,9,9,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,3,3,N,1,Standard,0,1,53.4,,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,8,10,10,10,10,NULL,NULL,No,NULL,NULL,Product Selection & Availability,NULL,NULL,NULL,NULL
No,Yes,Promoter,10,0,3,3,N,1,Standard,0,3,71.58,Y,,,,,,Mail Innovatiions,Earlier than expected,NULL,No,Website photo / information unclear or incorrect,Yes,NULL,Yes,10,3,1,8,10,9,NULL,NULL,No,NULL,NULL,Product Delivery,NULL,I would say that the app is very user friendly in that you can search items of interest pretty easily. I like that the promo codes or coupons are there at checkout so we could save money. Returns are very easy...like that a lot...keeps me coming back. I d,NULL,White slim fit polo t shirts
No,Yes,Detractor,5,1,2,3,N,1,Standard,0,4,52.8,,,Y,,,,UPS,When expected,NULL,Yes,NULL,No,Manufacturer box / packing inside damaged,Yes,7,5,99,6,8,7,NULL,NULL,No,NULL,NULL,NULL,Product Delivery,NULL,I purchased two men's wallet as a gifts but one of the box contained the wallet was damaged and bad looking.   I also purchased seven scrafs and indicated for gifts and wish the price tags will not be included but it came in with price tags included and they were all inside  the tapped plastic bags.,NULL
No,Yes,Promoter,10,0,3,3,N,1,Standard,0,2,110.24,,,,,,Y,UPS,When expected,NULL,Yes,NULL,Yes,NULL,Yes,10,10,10,10,99,10,10,10,Yes by phone,1 time,Very low effort,Product Selection & Availability,NULL,Me gusta la facilidad con se puede comprar online!!,Es muy fácil comprar online o por teléfono super atención!!,Vincecamutomegarashoesblack81/
No,Yes,Passive,8,0,3,3,N,1,Standard,0,3,44.97,Y,,,,,Y,Sure Post,When expected,NULL,Yes,NULL,Yes,NULL,Yes,8,8,8,8,7,8,NULL,7,Yes by email,1 time,Very low effort,NULL,Price & Value,NULL,NULL,NULL
No,Yes,Detractor,5,1,2,3,N,1,Standard,0,4,102.96,Y,,,Y,,,UPS,Earlier than expected,NULL,Yes,NULL,Yes,NULL,No,5,1,5,5,6,99,NULL,NULL,No,NULL,NULL,NULL,Price & Value,NULL,NULL,Tory Burch
No,Yes,Detractor,2,1,2,3,N,1,Standard,0,5,59.95,Y,,,,,,UPS,When expected,NULL,No,Received item matched invoice but not ordered,No,None of the above,Yes,8,4,4,4,0,0,8,5,Yes by phone,Issue still unresolved,High effort,NULL,Product Delivery,"My order got mixed up. I received items ordered by someone in Virginia but I'm from Illinois. I had to call customer service 3 times to get information about how to rectify the situation. When I tried to reorder the items in my original order, two were no",NULL,NULL
